id,title,price,city,property_type,surface_m2,rooms,bathrooms,transaction_type,url
6992290db4db7c7155569b4f,PROPOS DE CE BIEN,600.0,Tunis,Appartement,26.0,1,1,vente,https://www.immobiliere-casabella.com/bien/details/90581-location-pour-usage-bureautique-a-hammam-sousse
69922910b4db7c7155569b50,PROPOS DE CE BIEN,350000.0,Tunis,Appartement,250.0,1,1,vente,https://www.immobiliere-casabella.com/bien/details/36124-un-local-commercial-a-vendre-a-sousse-ville
69922913b4db7c7155569b51,PROPOS DE CE BIEN,340000.0,Tunis,Appartement,160.0,3,1,vente,https://www.immobiliere-casabella.com/bien/details/61531-a-vendre-un-bel-appartement-a-tantana-chat-meriem
69922916b4db7c7155569b52,PROPOS DE CE BIEN,500.0,Tunis,Appartement,25.0,1,1,vente,https://www.immobiliere-casabella.com/bien/details/49552-un-joli-bureau-a-sousse
6992291ab4db7c7155569b53,PROPOS DE CE BIEN,1000.0,Tunis,Appartement,60.0,1,1,vente,https://www.immobiliere-casabella.com/bien/details/56763-un-appartement-a-louer-a-chat-meriem
6992291eb4db7c7155569b54,PROPOS DE CE BIEN,450000.0,Tunis,Appartement,525.0,4,1,vente,https://www.immobiliere-casabella.com/bien/details/50572-une-belle-villa-a-vendre-a-sousse-akouda
69922920b4db7c7155569b55,PROPOS DE CE BIEN,1200.0,Tunis,Appartement,600.0,1,1,vente,https://www.immobiliere-casabella.com/bien/details/57639-a-louer-un-bureau-a-khezema-route-touristique
69922923b4db7c7155569b56,PROPOS DE CE BIEN,1200000.0,Tunis,Appartement,500.0,2,1,vente,https://www.immobiliere-casabella.com/bien/details/49324-une-luxueuse-villa-a-khzema-ouest
69922927b4db7c7155569b57,Liste Immeubles vendre,860000.0,Tunis,Appartement,223.0,1,1,vente,https://www.immobiliere-casabella.com/vente/immeuble
6992292ab4db7c7155569b58,PROPOS DE CE BIEN,2800.0,Tunis,Appartement,505.0,1,1,vente,https://www.immobiliere-casabella.com/bien/details/46575-terrain-a-vendre
6992292db4db7c7155569b59,PROPOS DE CE BIEN,650000.0,Tunis,Appartement,448.0,1,1,vente,https://www.immobiliere-casabella.com/bien/details/33173-un-beau-terrain-commercial-a-khzema-est
69922930b4db7c7155569b5a,PROPRITS VENDRE,300000.0,Tunis,Appartement,100.0,3,1,vente,https://www.immobiliere-casabella.com/vente
69922933b4db7c7155569b5b,Liste locaux commerciaux et bureaux vendre,350000.0,Tunis,Appartement,250.0,1,1,vente,https://www.immobiliere-casabella.com/vente/local-commercial-et-bureau
69922937b4db7c7155569b5c,PROPOS DE CE BIEN,300000.0,Tunis,Appartement,100.0,2,1,vente,https://www.immobiliere-casabella.com/bien/details/87483-appartement-a-vendre-a-hammam-sousse
6992293ab4db7c7155569b5d,PROPOS DE CE BIEN,776900.0,Tunis,Appartement,457.0,1,1,vente,https://www.immobiliere-casabella.com/bien/details/33309-un-beau-terrain-de-457-m-entre-jawahra-et-sahloul
6992293eb4db7c7155569b5e,PROPOS DE CE BIEN,1000.0,Tunis,Appartement,50.0,1,1,vente,https://www.immobiliere-casabella.com/bien/details/56826-a-louer-un-appartement-a-khozema-est
69922941b4db7c7155569b5f,PROPOS DE CE BIEN,670000.0,Tunis,Appartement,160.0,3,1,vente,https://www.immobiliere-casabella.com/bien/details/47709-villa-a-vendre-a-mahdia
69922944b4db7c7155569b60,PROPOS DE CE BIEN,950000.0,Tunis,Appartement,1170.0,1,1,vente,https://www.immobiliere-casabella.com/bien/details/34832-une-maison-bien-placee-sur-un-terrain-de-1170m
69922948b4db7c7155569b61,PROPOS DE CE BIEN,3500.0,Tunis,Appartement,450.0,1,1,vente,https://www.immobiliere-casabella.com/bien/details/57682-villa-a-louer-a-kantaoui
6992294bb4db7c7155569b62,PROPOS DE CE BIEN,2700.0,Tunis,Appartement,600.0,1,1,vente,https://www.immobiliere-casabella.com/bien/details/50937-une-grandiose-administration-a-louer-dans-la-zone-industrielle-sidi-abdelhamid
69922950b4db7c7155569b63,PROPOS DE CE BIEN,1200.0,Tunis,Appartement,160.0,3,1,vente,https://www.immobiliere-casabella.com/bien/details/56747-a-louer-un-reez-de-chaussee-villa
69922953b4db7c7155569b64,Liste des maisons ou villas vendre,600000.0,Tunis,Appartement,450.0,3,1,vente,https://www.immobiliere-casabella.com/vente/maison
69922956b4db7c7155569b65,PROPOS DE CE BIEN,1070000.0,Tunis,Appartement,623.0,4,1,vente,https://www.immobiliere-casabella.com/bien/details/36179-une-villa-a-vendre-a-khzema-ouest
69922959b4db7c7155569b66,PROPOS DE CE BIEN,1500.0,Tunis,Appartement,100.0,1,1,vente,https://www.immobiliere-casabella.com/bien/details/57317-a-louer-un-appartement-a-kantaoui
6992295db4db7c7155569b67,PROPOS DE CE BIEN,550.0,Tunis,Appartement,156.0,1,1,vente,https://www.immobiliere-casabella.com/bien/details/57386-a-louer-un-appartement-neuf-a-chatt-meriem
69922960b4db7c7155569b68,PROPOS DE CE BIEN,280.0,Tunis,Appartement,660.0,1,1,vente,https://www.immobiliere-casabella.com/bien/details/57592-un-terrain-a-vendre-a-hergla
69922965b4db7c7155569b69,PROPOS DE CE BIEN,1600.0,Tunis,Appartement,270.0,4,1,vente,https://www.immobiliere-casabella.com/bien/details/56808-a-louer-un-duplex-a-chat-meriem
69922968b4db7c7155569b6a,PROPOS DE CE BIEN,300000.0,Tunis,Appartement,6200.0,1,1,vente,https://www.immobiliere-casabella.com/bien/details/56787-un-terrain-a-vendre-a-bouficha
